Trimestre Móvil,DTI_CL_SEXO,ocupados_informales,tasa_informal_sector,tasa_informal_noagro,tasa_informal_sector_var_pct,tasa_informal_noagro_var_pct,gap_noagro_sector_pp,DTI_CL_SEXO_F,DTI_CL_SEXO_M,DTI_CL_SEXO__T
2022 feb-abr,F,-1.0115031463991608,-0.8366128621630474,0.03171791401187014,0.14187956826885417,0.0944820286774231,0.6808803980070844,1.0,0.0,0.0
2022 feb-abr,M,-0.35767910942455083,0.8100037420269397,-0.11410451478202842,-0.12727244109391225,-0.5731305054162474,-0.72066906578151,0.0,1.0,0.0
2022 feb-abr,_T,1.1934918227237479,0.13106682250513868,-0.050435193772065415,-0.04137195260902024,-0.28955628315815235,-0.14016804176307252,0.0,0.0,1.0
2022 jul-sep,F,-0.9615068368082426,-1.1816333699134345,0.43553438864681293,-0.5774469343550281,0.45013026190910405,1.2495654732589132,1.0,0.0,0.0
2022 jul-sep,M,-0.5785106927019172,0.11807779079883421,-1.0497661392960957,-0.9053028897355535,-1.106666990031222,-0.8662530236950974,0.0,1.0,0.0
2022 jul-sep,_T,1.0226565490373003,-0.4292133631068625,-0.3780912761519483,-0.804425934995376,-0.3955317022992058,0.0587550534555919,0.0,0.0,1.0
2022 jun-ago,F,-1.0064512391637601,-1.460352928399309,-0.11922439216105757,-0.49634526923289635,-0.6346371649483348,1.0598781900457201,1.0,0.0,0.0
2022 jun-ago,M,-0.5835784799533896,0.5116272216471497,-1.0717562788365096,0.5386555414657292,-0.043103245735053815,-1.1917535635365186,0.0,1.0,0.0
2022 jun-ago,_T,0.9726443594303096,-0.3181599974852983,-0.6373529067912869,0.15343734086444497,-0.324384246133954,-0.21954445809247525,0.0,0.0,1.0
2022 mar-may,F,-1.0977065706580924,-1.1415465655725423,-0.6041183684199471,0.5607470815501291,-0.5811397808456558,0.4520585542472834,1.0,0.0,0.0
2022 mar-may,M,-0.4408517388250524,0.35433887918420204,-0.996774860067513,-0.22622737440548038,0.07952764679676032,-1.0128921738893217,0.0,1.0,0.0
2022 mar-may,_T,1.024115769064321,-0.2598483570751475,-0.8233791256517432,0.07145113575732374,-0.24198191781688355,-0.40243432810385027,0.0,0.0,1.0
2022 may-jul,F,-1.0573311111425698,-1.581808040788837,-0.7341889834913627,-0.7695263337637682,-0.1733608701994439,0.7022347632083548,1.0,0.0,0.0
2022 may-jul,M,-0.4236084604756855,0.7543077674550451,-0.6562231228000048,0.529655899685756,0.41267912308461396,-1.0763220164923997,0.0,1.0,0.0
2022 may-jul,_T,1.0817345069292044,-0.22137454094815973,-0.6915486779177831,0.041171439779280575,0.14786583658683566,-0.3355408184689744,0.0,0.0,1.0
2022 nov-ene,F,-0.9066337463663917,-1.6405086942883957,0.29164236499356094,-0.12467079467129377,1.2448835550835082,1.5041872609191689,1.0,0.0,0.0
2022 nov-ene,M,-0.48197314390942403,0.6060822170048603,-1.5353475429606014,-0.2079425877541566,-1.0881451375943099,-1.6075553479241838,0.0,1.0,0.0
2022 nov-ene,_T,1.17406718827165,-0.3469845924786653,-0.7017390959949789,-0.20198259327792448,-0.027809235633680637,-0.24432948287700917,0.0,0.0,1.0
2022 oct-dic,F,-0.9524123570661872,-1.4811683530560513,0.21612609642220948,0.2818591914839052,-0.10059558841688353,1.3233190936846317,1.0,0.0,0.0
2022 oct-dic,M,-0.5760841011744663,-0.1462117981482279,-1.4130708478378604,-1.0087154651591324,0.14597810751387272,-0.9262203806172853,0.0,1.0,0.0
2022 oct-dic,_T,1.0341776203067996,-0.7169193032716425,-0.6648401241154878,-0.5738586873709188,0.02986778099231274,0.07359639095604409,0.0,0.0,1.0
2022 sep-nov,F,-1.0354202084150659,-1.426276549998224,0.10140227828732087,0.08360189163656294,-0.14563837609026867,1.1956515737776106,1.0,0.0,0.0
2022 sep-nov,M,-0.5861851531378828,-0.27208822196677973,-1.2271166901710844,-0.20034157387485693,0.2272493205232704,-0.690283066015867,0.0,1.0,0.0
2022 sep-nov,_T,0.9410687169945112,-0.7559919193991095,-0.6272767523663842,-0.07845632552420854,0.030536756792799158,0.13198053193747344,0.0,0.0,1.0
2023 abr-jun,F,-1.2203498262551808,-1.4989193046468416,-1.2623878960741293,-0.1467278034341816,-1.5785558854022488,0.24792110858500033,1.0,0.0,0.0
2023 abr-jun,M,-0.2361867726744937,2.1578554923788418,0.6779867864752395,3.607023872341193,2.428511882714768,-1.1963711859969601,0.0,1.0,0.0
2023 abr-jun,_T,1.1061374796177916,0.6856401905109485,-0.15902729552746492,2.2993194694971213,0.5546683118274539,-0.6560277080809003,0.0,0.0,1.0
2023 ago-oct,F,-0.8651733366248968,-1.7706182747163115,0.6039006599163614,-0.5111235175742388,2.386316894616859,1.836510654437176,1.0,0.0,0.0
2023 ago-oct,M,-0.5735660622355947,-0.7132010595521735,-1.029445821357115,-3.1642501698914494,-1.8860210271367408,-0.19796232649430778,0.0,1.0,0.0
2023 ago-oct,_T,1.123934679686962,-1.1739704760774963,-0.2622982187689123,-2.444466345669588,-0.1362314140686529,0.7293895606460756,0.0,0.0,1.0
2023 dic-feb,F,-0.7207690069317203,-1.316018336344401,1.5709906796679416,0.8550086608420923,1.0502666188905336,2.1917699659674414,1.0,0.0,0.0
2023 dic-feb,M,-0.27476010085320285,1.1878009885117256,-0.5145408327232303,3.0164187973003584,0.6336743147195429,-1.3126235939784947,0.0,1.0,0.0
2023 dic-feb,_T,1.5671449707625302,0.12899190252800016,0.43887762965297095,2.2260728410551573,0.8124998457695397,0.22198165326184213,0.0,0.0,1.0
2023 ene-mar,F,-0.8717316489882136,-1.6656210971288674,0.8939005718292233,-0.6326599237434158,-0.709674486378728,1.9676591910459855,1.0,0.0,0.0
2023 ene-mar,M,-0.3450469366074148,1.103301553502134,-0.38656191620565,-0.11968801312238062,0.13897340927800508,-1.1519206589956608,0.0,1.0,0.0
2023 ene-mar,_T,1.3458954929518312,-0.056242648431990235,0.1985014487705855,-0.2767979920391331,-0.2836083785092067,0.19045538530305672,0.0,0.0,1.0
2023 feb-abr,F,-0.9424239475449258,-1.321171182849691,0.9766703957691224,0.6310118912953809,0.07387229983785223,1.7579326639115698,1.0,0.0,0.0
2023 feb-abr,M,-0.25805735822994325,1.5343360687408736,0.21410814520894655,0.5178580745328355,0.7011874991441948,-1.0481139985644945,0.0,1.0,0.0
2023 feb-abr,_T,1.3621927727725907,0.37838429791739137,0.5497150497875385,0.6118813444725566,0.384128048862605,0.10764258442335356,0.0,0.0,1.0
2023 jul-sep,F,-0.7525631166847128,-1.1967217913816879,1.0344650955012964,0.20359049143685085,0.04656832474826137,1.702707696106693,1.0,0.0,0.0
2023 jul-sep,M,-0.4528712000379112,0.2145704111230144,-0.6214301516257225,-1.5686428612119006,-0.9644848791244455,-0.6264964603017817,0.0,1.0,0.0
2023 jul-sep,_T,1.357239761824836,-0.4058884687102411,0.1656450186183436,-1.0827331165032419,-0.44030322696609053,0.44104098425735755,0.0,0.0,1.0
2023 jun-ago,F,-0.8928113829352452,-1.412515122152845,0.27507768921241454,-0.38888105079226065,-0.8252183166843999,1.3127978469013213,1.0,0.0,0.0
2023 jun-ago,M,-0.4964686083293506,0.5236028783789547,-0.435582886080447,0.4137154394750652,0.21078498402999668,-0.7324416506557885,0.0,1.0,0.0
2023 jun-ago,_T,1.173394087282864,-0.3254930003629481,-0.09707030352452917,0.10620434910665635,-0.3149265769490519,0.1842915055917854,0.0,0.0,1.0
2023 mar-may,F,-1.1595044005857538,-1.0280605651858599,-0.7637510520148306,0.6736005982201813,-1.18973115212413,0.24525242644991768,1.0,0.0,0.0
2023 mar-may,M,-0.23166701946773377,1.905105130187762,0.6046858246736475,1.826667375830988,1.2306667588433995,-1.0517366753450912,0.0,1.0,0.0
2023 mar-may,_T,1.1715026584939663,0.736093481770005,0.016518709034069566,1.5793807707014382,0.11696732295330026,-0.566340089408369,0.0,0.0,1.0
2023 may-jul,F,-1.0100981122053099,-1.0699720373894608,-0.17163406202631962,-0.08645789635752375,0.7139228789168369,0.7144551776669056,1.0,0.0,0.0
2023 may-jul,M,-0.3717234246116695,1.257393028724643,-0.06152708338952572,-0.7464166700559255,-0.749368482352545,-1.033543081096279,0.0,1.0,0.0
2023 may-jul,_T,1.1808525417304805,0.2799052421326985,-0.11139154208425861,-0.6079324276914931,-0.1629549909874309,-0.3020549856511772,0.0,0.0,1.0
2023 nov-ene,F,-0.8945930135032885,-1.603988704596896,0.18993892197580212,-0.9189907221370839,0.40838058955190587,1.4005517567211856,1.0,0.0,0.0
2023 nov-ene,M,-0.5575914184913618,-0.14797765741224816,-1.1533191745737716,-1.7246219857675904,-1.2833374260309094,-0.7334510877400794,0.0,1.0,0.0
2023 nov-ene,_T,1.1104896465528096,-0.7743843591327292,-0.5357281126082812,-1.46929490956416,-0.5101615679347382,0.213887306028867,0.0,0.0,1.0
2023 oct-dic,F,-0.9877306921876189,-2.048762134802079,-0.017763918087607352,-0.8421675548484159,-0.2517346245727823,1.597075644946606,1.0,0.0,0.0
2023 oct-dic,M,-0.7151077662826772,-0.7549318606595031,-1.5193078704602088,-0.9047458723979425,-0.48173623852722225,-0.5260888757728912,0.0,1.0,0.0
2023 oct-dic,_T,0.8598356200771634,-1.3137328297442983,-0.820470777462289,-0.8848881302116723,-0.35927649992207666,0.4279777575567089,0.0,0.0,1.0
2023 sep-nov,F,-0.8911522895307807,-1.5624762827340668,0.6646949297228913,0.9677983117144171,0.7744615605998948,1.717720010729729,1.0,0.0,0.0
2023 sep-nov,M,-0.6365400739828525,-0.4394796416603729,-1.3583612025911322,0.4904728164802298,0.19668006205163593,-0.6554258983130671,0.0,1.0,0.0
2023 sep-nov,_T,1.034981715033826,-0.9221025091568148,-0.42020512641455565,0.6743239505041487,0.48005551125043977,0.4150977571799177,0.0,0.0,1.0
2024 dic-feb,F,-0.8631787678480171,-1.7884399253381256,0.125142835823027,-0.4325835369481051,-0.607078684650625,1.4977748578157022,1.0,0.0,0.0
2024 dic-feb,M,-0.41304080717341596,0.1326272924849087,-0.6560312608549552,0.8586164159611206,0.8963357663577441,-0.5875893181731588,0.0,1.0,0.0
2024 dic-feb,_T,1.286454503526033,-0.6963741373156669,-0.29898961209449415,0.35631901322570664,0.1296655023741478,0.3270031634050294,0.0,0.0,1.0
2024 ene-mar,F,-0.7245876515371916,-0.8554947624697598,0.6552960481777608,1.7776910916275748,0.591188575166278,1.1551638792676588,1.0,0.0,0.0
2024 ene-mar,M,-0.2770615949870265,0.7680963149754513,0.12592816805642626,0.8778439424096451,0.9388853434181239,-0.5108803793918082,0.0,1.0,0.0
2024 ene-mar,_T,1.561024832023241,0.05705303882541861,0.37069289133021055,1.182593701088996,0.7777191921111997,0.22828229081114162,0.0,0.0,1.0
2024 feb-abr,F,-0.8083417234430115,-1.0568692221454585,0.2757437172437441,-0.344733982356474,-0.4319024453689326,1.0337792166645885,1.0,0.0,0.0
2024 feb-abr,M,-0.4547367755261801,0.06418623370810796,-0.46199195055605075,-0.9255679992658923,-0.6879071251624405,-0.39083459632033407,0.0,1.0,0.0
2024 feb-abr,_T,1.2995955795782679,-0.4276336346149873,-0.11639849324881445,-0.7051892613213255,-0.5618627127340663,0.25032516377265374,0.0,0.0,1.0
2024 mar-may,F,-0.8724788794870951,-1.5881297384123627,-0.10376362191446753,-0.9123589537879366,-0.44434627345904115,1.1716918687562063,1.0,0.0,0.0
2024 mar-may,M,-0.5131409061943101,-0.26091737504367574,-0.8114955487632889,-0.47783844709622647,-0.43488888433926254,-0.39283850876035026,0.0,1.0,0.0
2024 mar-may,_T,1.1770542928660546,-0.8399719619570205,-0.48024931851975766,-0.64539154108179,-0.4398014563871658,0.30630995197707045,0.0,0.0,1.0
